	drug_id	drug_name	drug_status
6143	DB08286	NAPHTHYLOXYACETIC ACID	experimental
6144	DB08287	(1R,2R)-N-(2-Aminoethyl)-2-{[(4-methoxyphenyl)sulfonyl]methyl}cyclohexanecarboxamide	experimental
6145	DB08289	N-(PARA-GLUTARAMIDOPHENYL-ETHYL)-PIPERIDINIUM-N-OXIDE	experimental
6146	DB08291	N-(3-AMINOPROPYL)-2-NITROBENZENAMINE	experimental
6147	DB08292	(5Z)-12-CHLORO-13,15-DIHYDROXY-4,7,8,9-TETRAHYDRO-2-BENZOXACYCLOTRIDECINE-1,10(3H,11H)-DIONE	experimental
6148	DB08293	(5E)-12-CHLORO-13,15-DIHYDROXY-4,7,8,9-TETRAHYDRO-2-BENZOXACYCLOTRIDECINE-1,10(3H,11H)-DIONE	experimental
6149	DB08294	2-(4-HYDROXY-3-NITROPHENYL)ACETIC ACID	experimental
6150	DB08295	4-HYDROXY-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID ANION	experimental
6151	DB08296	5-(PARA-NITROPHENYL PHOSPHONATE)-PENTANOIC ACID	experimental
6152	DB08297	ORTHONITROPHENYL-BETA-D-FUCOPYRANOSIDE	experimental
6153	DB08299	4-[8-(3-nitrophenyl)-1,7-naphthyridin-6-yl]benzoic acid	experimental
6154	DB08300	1-methyl-3-naphthalen-2-yl-1H-pyrazolo[3,4-d]pyrimidin-4-amine	experimental
6155	DB08301	N-({[4-(AMINOSULFONYL)PHENYL]AMINO}CARBONYL)-4-METHYLBENZENESULFONAMIDE	experimental
6156	DB08302	3-[5-(2-nitropent-1-en-1-yl)furan-2-yl]benzoic acid	experimental
6157	DB08303	(3S)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2,4-benzothiadiazine 1,1-dioxide	experimental
6158	DB08304	(3R)-3-cyclopentyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2-benzothiazine 1,1-dioxide	experimental
6159	DB08305	(3R)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2-benzothiazine 1,1-dioxide	experimental
6160	DB08306	3-[(3-Nitrophenyl)sulfamoyl]-2-thiophenecarboxylic acid	experimental
6161	DB08307	2-{HYDROXY[2-NITRO-4-(TRIFLUOROMETHYL)PHENYL]METHYLENE}CYCLOHEXANE-1,3-DIONE	experimental
6162	DB08308	SUCCINIC ACID MONO-(13-METHYL-3-OXO-2,3,6,7,8,9,10,11,12,13,14,15,16,17-TETRADECAHYDRO-1H-CYCLOPENTA[A]PHENANTHREN-17-YL) ESTER	experimental
6163	DB08309	3-({2-[(4-{[6-(CYCLOHEXYLMETHOXY)-9H-PURIN-2-YL]AMINO}PHENYL)SULFONYL]ETHYL}AMINO)PROPAN-1-OL	experimental
6164	DB08310	N-[(2R)-2-{[(2S)-2-(1,3-benzoxazol-2-yl)pyrrolidin-1-yl]carbonyl}hexyl]-N-hydroxyformamide	experimental
6165	DB08312	6-CYCLOHEXYLMETHYLOXY-5-NITROSO-PYRIMIDINE-2,4-DIAMINE	experimental
6166	DB08313	nocodazole	experimental
6167	DB08314	(2-AMINO-1,3-OXAZOL-5-YL)-(3-BROMOPHENYL)METHANONE	experimental
6168	DB08315	2-AMINO-N,N-BIS(PHENYLMETHYL)-1,3-OXAZOLE-5-CARBOXAMIDE	experimental
6169	DB08316	4-amino-7,7-dimethyl-7,8-dihydroquinazolin-5(6H)-one	experimental
6170	DB08317	5-methyl-6-phenylquinazoline-2,4-diamine	experimental
6171	DB08318	6-(2-phenoxyethoxy)-1,3,5-triazine-2,4-diamine	experimental
6172	DB08319	2'-HYDROXY-1,1'-BIPHENYL-2-SULFINIC ACID	experimental
6173	DB08320	DIETHYL (1R,2S,3R,4S)-5,6-BIS(4-HYDROXYPHENYL)-7-OXABICYCLO[2.2.1]HEPT-5-ENE-2,3-DICARBOXYLATE	experimental
6174	DB08321	(1S,2S,3R,6R)-4-(hydroxymethyl)-6-(octylamino)cyclohex-4-ene-1,2,3-triol	experimental
6175	DB08322	2-DEOXY-3,4-BIS-O-[3-(4-HYDROXYPHENYL)PROPANOYL]-L-THREO-PENTARIC ACID	experimental
6176	DB08323	3-OXO-N-[(3S)-2-OXOPYRROLIDIN-3-YL]DODECANAMIDE	experimental
6177	DB08324	N-3-OXO-DODECANOYL-L-HOMOSERINE LACTONE	experimental
6178	DB08325	2-(2-HYDROXYETHYLAMINO)-6-(3-CHLOROANILINO)-9-ISOPROPYLPURINE	experimental
6179	DB08326	2-(6-HYDROXY-1,3-BENZOTHIAZOL-2-YL)-1,3-THIAZOL-4(5H)-ONE	experimental
6180	DB08327	2-(3,6-DIHYDROXYPHENYL)ACETIC ACID	experimental
6181	DB08328	PANTOTHENYL-AMINOETHANOL-11-PIVALIC ACID	experimental
6182	DB08329	Sulthiame	experimental
6183	DB08330	METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE	experimental
6184	DB08331	N-1H-imidazol-2-yl-N'-[4-(1H-imidazol-2-ylamino)phenyl]benzene-1,4-diamine	experimental
6185	DB08332	9-(2-carboxyethyl)-10-methylanthracene endoperoxide	experimental
6186	DB08333	4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME	experimental
6187	DB08334	3-FLUORO-4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME	experimental
6188	DB08335	4-HYDROXYBENZALDEHYDE O-(3,3-DIMETHYLBUTANOYL)OXIME	experimental
6189	DB08336	2-Methyl-2-propanyl [(1R)-2-methyl-1-(1,3,4-oxadiazol-2-yl)propyl]carbamate	experimental
6190	DB08337	2-Methyl-2-propanyl [(1S)-2-methyl-1-(1,3,4-oxadiazol-2-yl)propyl]carbamate	experimental
6191	DB08338	19-(cyclopropylamino)-4,6,7,15-tetrahydro-5H-16,1-(azenometheno)-10,14-(metheno)pyrazolo[4,3-o][1,3,9]triazacyclohexadecin-8(9H)-one	experimental
6192	DB08339	6-(2,6-DICHLOROPHENYL)-2-{[3-(HYDROXYMETHYL)PHENYL]AMINO}-8-METHYLPYRIDO[2,3-D]PYRIMIDIN-7(8H)-ONE	experimental
6193	DB08340	N,N'-DIPHENYLPYRAZOLO[1,5-A][1,3,5]TRIAZINE-2,4-DIAMINE	experimental
6194	DB08341	4-{[4-{[(1R,2R)-2-(dimethylamino)cyclopentyl]amino}-5-(trifluoromethyl)pyrimidin-2-yl]amino}-N-methylbenzenesulfonamide	experimental
6195	DB08342	S-PALMITOYL-L-CYSTEINE	experimental
6196	DB08344	4-chloro-N-(3-methoxypropyl)-N-[(3S)-1-(2-phenylethyl)piperidin-3-yl]benzamide	experimental
6197	DB08345	4-(2-(1H-IMIDAZOL-4-YL)ETHYLAMINO)-2-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE	experimental
6198	DB08346	(5Z)-13-CHLORO-14,16-DIHYDROXY-3,4,7,8,9,10-HEXAHYDRO-1H-2-BENZOXACYCLOTETRADECINE-1,11(12H)-DIONE	experimental
6199	DB08347	4-{[(2S)-3-(tert-butylamino)-2-hydroxypropyl]oxy}-3H-indole-2-carbonitrile	experimental
6200	DB08348	N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE	experimental
6201	DB08349	N-cyclopropyl-3-{[1-(2,4-difluorophenyl)-7-methyl-6-oxo-6,7-dihydro-1H-pyrazolo[3,4-b]pyridin-4-yl]amino}-4-methylbenzamide	experimental
6202	DB08350	5-[3-(2-METHOXYPHENYL)-1H-PYRROLO[2,3-B]PYRIDIN-5-YL]-N,N-DIMETHYLPYRIDINE-3-CARBOXAMIDE	experimental
6203	DB08351	N-cyclopropyl-4-methyl-3-{2-[(2-morpholin-4-ylethyl)amino]quinazolin-6-yl}benzamide	experimental
6204	DB08352	6-[4-(2-fluorophenyl)-1,3-oxazol-5-yl]-N-(1-methylethyl)-1,3-benzothiazol-2-amine	experimental
6205	DB08353	2-(CYCLOHEXYLMETHYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE	experimental
6206	DB08354	2-(4-CHLOROBENZYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE	experimental
6207	DB08355	1-methyl-8-(phenylamino)-4,5-dihydro-1H-pyrazolo[4,3-h]quinazoline-3-carboxylic acid	experimental
6208	DB08356	4-[4-(4-methoxyphenyl)-5-methyl-1H-pyrazol-3-yl]benzene-1,3-diol	experimental
6209	DB08357	1-ETHOXY-2-(2-ETHOXYETHOXY)ETHANE	experimental
6210	DB08358	2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE	experimental
6211	DB08359	2-PHENYLAMINO-4-METHYL-5-ACETYL THIAZOLE	experimental
6212	DB08360	2-(4-ETHYLPIPERAZIN-1-YL)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE	experimental
6213	DB08361	2-{[(1R,2S)-2-aminocyclohexyl]amino}-4-[(3-methylphenyl)amino]pyrimidine-5-carboxamide	experimental
6214	DB08362	N-(3-(8-CYANO-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZIN-2-YLAMINO)PHENYL)ACETAMIDE	experimental
6215	DB08363	1-(9-ethyl-9H-carbazol-3-yl)-N-methylmethanamine	experimental
6216	DB08364	1-{[(1E)-(3-HYDROXY-2-METHYL-5-{[(TRIHYDROXY-LAMBDA^5^-PHOSPHANYL)OXY]METHYL}PYRIDIN-4-YL)METHYLIDENE]AMINO}UNDECAN-2-ONE	experimental
6217	DB08365	8-bromo-4-(2-chlorophenyl)-N-(2-hydroxyethyl)-6-methyl-1,3-dioxo-1,2,3,6-tetrahydropyrrolo[3,4-e]indole-7-carboxamide	experimental
6218	DB08366	3-({3-[(1S,4aS,6S,7S,9S,9aR)-1,6-dimethyl-2-oxodecahydro-6,9-epoxy-4a,7-methanobenzo[7]annulen-1-yl]propanoyl}amino)-2,4-dihydroxybenzoic acid	experimental
6219	DB08367	(R)-2-(FORMYLOXY)-3-(PHOSPHONOOXY)PROPYL PENTANOATE	experimental
6220	DB08368	OCTANE-1,3,5,7-TETRACARBOXYLIC ACID	experimental
6221	DB08369	1-(biphenyl-4-ylmethyl)-1H-imidazole	experimental
6222	DB08370	S-(4-BROMOBENZYL)CYSTEINE	experimental
6223	DB08371	PARA-(BENZOYL)-PHENYLALANINE	experimental
6224	DB08372	1-[2-(4-ETHOXY-3-FLUOROPYRIDIN-2-YL)ETHYL]-3-(5-METHYLPYRIDIN-2-YL)THIOUREA	experimental
6225	DB08373	4,4'-BIS([H]METHYLSULFONYL)-2,2',5,5'-TETRACHLOROBIPHENYL	experimental
6226	DB08374	Phenylalanylmethylchloride	experimental
6227	DB08375	PCNOTAXIME Group	experimental
6228	DB08376	(2R)-3-(phosphonooxy)propane-1,2-diyl diheptanoate	experimental
6229	DB08377	N-[4-(4-nitrophenylphospho)butanoyl]-D-alanine	experimental
6230	DB08378	4-[4-(2,5-DIOXO-PYRROLIDIN-1-YL)-PHENYLAMINO]-4-HYDROXY-BUTYRIC ACID	experimental
6231	DB08379	6-(4-chloro-2-fluoro-3-phenoxybenzyl)pyridazin-3(2H)-one	experimental
6232	DB08382	Gosogliptin	investigational
6233	DB08383	4,5-bis(4-methoxyphenyl)-2-thiophen-2-yl-1H-imidazole	experimental
6234	DB08384	2-({4-[4-(pyridin-4-ylmethyl)-1H-pyrazol-3-yl]phenoxy}methyl)quinoline	experimental
6235	DB08385	4-(quinolin-3-ylmethyl)piperidine-1-carboxylic acid	experimental
6236	DB08386	2-{[4-(4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline	experimental
6237	DB08387	2-{[4-(1-methyl-4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline	experimental
6238	DB08388	5-(2-ETHOXYETHYL)-5-[4-(4-FLUOROPHENOXY)PHENOXY]PYRIMIDINE-2,4,6(1H,3H,5H)-TRIONE	experimental
6239	DB08389	6,7-DIMETHOXY-4-[(3R)-3-(2-NAPHTHYLOXY)PYRROLIDIN-1-YL]QUINAZOLINE	experimental
6240	DB08390	(6S)-6-CYCLOPENTYL-6-[2-(3-FLUORO-4-ISOPROPOXYPHENYL)ETHYL]-4-HYDROXY-5,6-DIHYDRO-2H-PYRAN-2-ONE	experimental
6241	DB08391	6,7-DIMETHOXY-4-[(3R)-3-(QUINOXALIN-2-YLOXY)PYRROLIDIN-1-YL]QUINAZOLINE	experimental
6242	DB08392	2-[5,6-BIS-(4-METHOXY-PHENYL)-FURO[2,3-D]PYRIMIDIN-4-YLAMINO]-ETHANOL	experimental
6243	DB08393	2-[(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)AMINO]ETHANOL	experimental
6244	DB08394	PARA-NITROPHENYLPHOSPHONOBUTANOYL-GLYCINE	experimental
6245	DB08395	2-(ETHOXYMETHYL)-4-(4-FLUOROPHENYL)-3-[2-(2-HYDROXYPHENOXY)PYRIMIDIN-4-YL]ISOXAZOL-5(2H)-ONE	experimental
6246	DB08396	4-{[(Z)-(5-OXO-2-PHENYL-1,3-OXAZOL-4(5H)-YLIDENE)METHYL]AMINO}BUTANOIC ACID	experimental
6247	DB08397	6-(DIFLUORO-PHOSPHONO-METHYL)-NAPHTHALENE-2-CARBOXYLIC ACID	experimental
6248	DB08398	2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine	investigational
6249	DB08399	PICEATANNOL	experimental
6250	DB08400	4-(3-{[5-(trifluoromethyl)pyridin-2-yl]oxy}benzyl)piperidine-1-carboxylic acid	experimental
6251	DB08401	(2E)-2-({(2S)-2-CARBOXY-2-[(PHENOXYACETYL)AMINO]ETHOXY}IMINO)PENTANEDIOIC ACID	experimental
6252	DB08402	2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID	experimental
6253	DB08403	METHYLAMINO-PHENYLALANYL-LEUCYL-HYDROXAMIC ACID	experimental
6254	DB08404	S-(2-{[N-(2-HYDROXY-4-{[HYDROXY(OXIDO)PHOSPHINO]OXY}-3,3-DIMETHYLBUTANOYL)-BETA-ALANYL]AMINO}ETHYL) HEXANETHIOATE	experimental
6255	DB08405	S-(2-{[N-(2-HYDROXY-4-{[HYDROXY(OXIDO)PHOSPHINO]OXY}-3,3-DIMETHYLBUTANOYL)-BETA-ALANYL]AMINO}ETHYL) HEPTANETHIOATE	experimental
6256	DB08406	[N-(2,4-DIAMINOPTERIDIN-6-YL)-METHYL]-DIBENZ[B,F]AZEPINE	experimental
6257	DB08407	PLATENSIMYCIN	experimental
6258	DB08408	(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-oxo-3-[(2-sulfanylethyl)amino]propyl}amino)butyl 2,2-dimethylpropanoate	experimental
6259	DB08409	4-NITRO-BENZYLPHOSPHONOBUTANOYL-GLYCINE	experimental
6260	DB08410	PARA-NITROBENZYL GLUTARYL GLYCINIC ACID	experimental
6261	DB08411	N-[4-(4-nitrophenylphospho)butanoyl]-L-alanine	experimental
6262	DB08412	6-{4-[HYDROXY-(4-NITRO-PHENOXY)-PHOSPHORYL]-BUTYRYLAMINO}-HEXANOIC ACID	experimental
6263	DB08413	METHYL-PHOSPHONIC ACID MONO-(4-NITRO-PHENYL) ESTER	experimental
6264	DB08414	6-CHLORO-2-(1-FURO[2,3-C]PYRIDIN-5-YL-ETHYLSULFANYL)-PYRIMIDIN-4-YLAMINE	experimental
6265	DB08416	(9BETA,13ALPHA,14BETA,17ALPHA)-2-METHOXYESTRA-1,3,5(10)-TRIENE-3,17-DIYL DISULFAMATE	experimental
6266	DB08418	(4aS,4bR,10bS,12aS)-12a-methyl-1,3-dioxo-2-(pyridin-3-ylmethyl)-1,2,3,4,4a,4b,5,6,10b,11,12,12a-dodecahydronaphtho[2,1-f]isoquinolin-8-yl sulfamate	experimental
6267	DB08419	(1S)-1-(PHENOXYMETHYL)PROPYL METHYLPHOSPHONOCHLORIDOATE	experimental
6268	DB08420	1-{[1-(2-AMINO-3-PHENYL-PROPIONYL)-PYRROLIDINE-2-CARBONYL]-AMINO}-2-(3-CYANO-PHENYL)-ETHANEBORONIC ACID	experimental
6269	DB08421	PIPERIDINE-2-CARBOXYLIC ACID TERT-BUTYLAMIDE	experimental
6270	DB08422	[PHENYLALANINYL-PROLINYL]-[2-(PYRIDIN-4-YLAMINO)-ETHYL]-AMINE	experimental
6271	DB08423	[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL][3-(PIPERIDIN-4-YLOXY)PHENYL]METHANONE	experimental
6272	DB08424	[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL](3-{[(2R)-2,3-DIHYDROXYPROPYL]OXY}PHENYL)METHANONE	experimental
6273	DB08426	THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [2-OXO-1-(1H-PYRROLO[2,3-C]PYRIDIN-2-YLMETHYL)-PYRROLIDIN-3-YL]-AMIDE	experimental
6274	DB08427	PREPHENIC ACID	experimental
6275	DB08428	3(S)-AMINO-4-PHENYL-BUTAN-2(S)-OL	experimental
6276	DB08429	N-({(2S)-1-[(3R)-3-amino-4-(3-chlorophenyl)butanoyl]pyrrolidin-2-yl}methyl)-3-(methylsulfonyl)benzamide	experimental
6277	DB08430	PARA-NITROPHENYL 1-THIO-BETA-D-GLUCOPYRANOSIDE	experimental
6278	DB08431	[(3R,4S)-4-HYDROXY-3-METHYL-2-OXOHEXYL]PHOSPHONIC ACID	experimental
6279	DB08432	THYMIDINE-5'-THIOPHOSPHATE	experimental
6280	DB08433	phenyl ethenesulfonate	experimental
6281	DB08434	2-METHYLCARBAMOYL-3-(4-PHOSPHONOOXY-PHENYL)-CYCLOPROPANECARBOXYLIC ACID	experimental
6282	DB08435	(5E,14E)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid	experimental
6283	DB08436	8-BENZO[1,3]DIOXOL-,5-YLMETHYL-9-BUTYL-9H-	experimental
6284	DB08437	Puromycin	experimental
6285	DB08438	(2E,4R,5S)-2,3,4,5-TETRAHYDROXY-6-(PALMITOYLOXY)HEX-2-ENOIC ACID	experimental
6286	DB08439	Parecoxib	approved
6287	DB08440	N-1,10-phenanthrolin-5-ylacetamide	experimental
6288	DB08441	6-BROMO-13-THIA-2,4,8,12,19-PENTAAZATRICYCLO[12.3.1.1~3,7~]NONADECA-1(18),3(19),4,6,14,16-HEXAENE 13,13-DIOXIDE	experimental
6289	DB08442	4-{[(2R)-2-(2-methylphenyl)pyrrolidin-1-yl]carbonyl}benzene-1,3-diol	experimental
6290	DB08443	2-(1H-pyrrol-1-ylcarbonyl)benzene-1,3,5-triol	experimental
6291	DB08444	3-[2-bromo-4-(1H-pyrazolo[3,4-c]pyridazin-3-ylmethyl)phenoxy]-5-methylbenzonitrile	experimental
6292	DB08445	(3R,4S)-1-[6-(6-METHOXYPYRIDIN-3-YL)PYRIMIDIN-4-YL]-4-(2,4,5-TRIFLUOROPHENYL)PYRROLIDIN-3-AMINE	experimental
6293	DB08446	3-[6-bromo-2-fluoro-3-(1H-pyrazolo[3,4-c]pyridazin-3-ylmethyl)phenoxy]-5-chlorobenzonitrile	experimental
6294	DB08447	3-{3-[(DIMETHYLAMINO)METHYL]-1H-INDOL-7-YL}PROPAN-1-OL	experimental
6295	DB08448	(4aS)-5-[(2,4-diaminopteridin-6-yl)methyl]-4a,5-dihydro-2H-dibenzo[b,f]azepin-8-ol	experimental
6296	DB08449	2-(3-((4,5,7-trifluorobenzo[d]thiazol-2-yl)methyl)-1H-pyrrolo[2,3-b]pyridin-1-yl)acetic acid	experimental
6297	DB08450	N-1H-indazol-5-yl-2-(6-methylpyridin-2-yl)quinazolin-4-amine	experimental
6298	DB08451	N-(QUINOLIN-8-YL)METHANESULFONAMIDE	experimental
6299	DB08453	2-NONYL-4-HYDROXYQUINOLINE N-OXIDE	experimental
6300	DB08454	N-(5-METHYL-1H-PYRAZOL-3-YL)-2-PHENYLQUINAZOLIN-4-AMINE	experimental
6301	DB08456	S-[(1-Hydroxy-2,2,5,5-tetramethyl-4-phenyl-2,5-dihydro-1H-pyrrol-3-yl)methyl] methanesulfonothioate	experimental
6302	DB08457	4-(3,5-DIMETHYLPHENOXY)-5-(FURAN-2-YLMETHYLSULFANYLMETHYL)-3-IODO-6-METHYLPYRIDIN-2(1H)-ONE	experimental
6303	DB08458	(4-BROMOPHENYL)[4-({(2E)-4-[CYCLOPROPYL(METHYL)AMINO]BUT-2-ENYL}OXY)PHENYL]METHANONE	experimental
6304	DB08459	3-chloro-5-[2-chloro-5-(1H-pyrazolo[3,4-b]pyridin-3-ylmethoxy)phenoxy]benzonitrile	experimental
6305	DB08460	3-{5-[(6-amino-1H-pyrazolo[3,4-b]pyridin-3-yl)methoxy]-2-chlorophenoxy}-5-chlorobenzonitrile	experimental
6306	DB08461	3-[(4-AMINO-1-TERT-BUTYL-1H-PYRAZOLO[3,4-D]PYRIMIDIN-3-YL)METHYL]PHENOL	experimental
6307	DB08462	N-(4-PHENYLAMINO-QUINAZOLIN-6-YL)-ACRYLAMIDE	experimental
6308	DB08463	(2R)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9H-purin-2-yl}amino)butan-1-ol	experimental
6309	DB08464	METHYL 3-CHLORO-2-{3-[(2,5-DIHYDROXY-4-METHOXYPHENYL)AMINO]-3-OXOPROPYL}-4,6-DIHYDROXYBENZOATE	experimental
6310	DB08465	2-(3-AMINO-2,5,6-TRIMETHOXYPHENYL)ETHYL 5-CHLORO-2,4-DIHYDROXYBENZOATE	experimental
6311	DB08466	5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol	experimental
6312	DB08469	tert-butyl 4-(3-thiophen-2-yl-1,2,4-oxadiazol-5-yl)piperidine-1-carboxylate	experimental
6313	DB08470	3-(4-fluorophenyl)-5-phenyl-4H-1,2,4-triazole	experimental
6314	DB08471	1-(thiophen-2-ylacetyl)-4-(3-thiophen-2-yl-1,2,4-oxadiazol-5-yl)piperidine	experimental
6315	DB08472	(R)-Fluoxetine	experimental
6316	DB08473	5,6-dichloro-1-beta-D-ribofuranosyl-1H-benzimidazole	experimental
6317	DB08474	3-(CARBOXYAMIDE(2-CARBOXYAMIDE-2-TERTBUTYLETHYL))PENTAN	experimental
6318	DB08475	[(4R)-2,2-dimethyl-1,3-dioxolan-4-yl]methyl hydrogen hex-5-enylphosphonate	experimental
6319	DB08476	3-AMINO-AZACYCLOTRIDECAN-2-ONE	experimental
6320	DB08478	N-[2-chloro-5-(trifluoromethyl)phenyl]imidodicarbonimidic diamide	experimental
6321	DB08479	N-(3,5-dimethoxyphenyl)imidodicarbonimidic diamide	experimental
6322	DB08480	4-HYDROXY-N-PROPARGYL-1(R)-AMINOINDAN	experimental
6323	DB08481	4-METHYL-N-{(5E)-5-[(5-METHYL-2-FURYL)METHYLENE]-4-OXO-4,5-DIHYDRO-1,3-THIAZOL-2-YL}BENZENESULFONAMIDE	experimental
6324	DB08482	[[1-[N-HYDROXY-ACETAMIDYL]-3-METHYL-BUTYL]-CARBONYL-LEUCINYL]-ALANINE ETHYL ESTER	experimental
6325	DB08484	4-AMINO-N-[(2-SULFANYLETHYL)CARBAMOYL]BENZENESULFONAMIDE	experimental
6326	DB08485	(1S,4S,5S)-1,4,5-TRIHYDROXY-3-[3-(PHENYLTHIO)PHENYL]CYCLOHEX-2-ENE-1-CARBOXYLIC ACID	experimental
6327	DB08486	Efaproxiral	investigational
6328	DB08487	3-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE	experimental
6329	DB08488	4-{[(E)-2-(5-CHLOROTHIEN-2-YL)VINYL]SULFONYL}-1-(1H-PYRROLO[3,2-C]PYRIDIN-2-YLMETHYL)PIPERAZIN-2-ONE	experimental
6330	DB08489	N4-HYDROXY-2-ISOBUTYL-N1-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YL)-SUCCINAMIDE	experimental
6331	DB08490	CTS-1027	experimental, investigational
6332	DB08491	N-HYDROXY-2-[4-(4-PHENOXY-BENZENESULFONYL)-TETRAHYDRO-PYRAN-4-YL]-ACETAMIDE	experimental
6333	DB08492	(2E)-3-(2-OCT-1-YN-1-YLPHENYL)ACRYLIC ACID	experimental
6334	DB08493	5-METHYL-3-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YLCARBAMOYL)-HEXANOIC ACID	experimental
6335	DB08494	S-{2-[(2-chloro-4-sulfamoylphenyl)amino]-2-oxoethyl} 6-methyl-3,4-dihydroquinoline-1(2H)-carbothioate	experimental
6336	DB08495	4-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE	experimental
6337	DB08497	(1S)-2-oxo-1-phenyl-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate	experimental
6338	DB08498	(1S)-1-(3-chlorophenyl)-2-oxo-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate	experimental
6339	DB08499	N-[3-(2-fluoroethoxy)phenyl]-N'-(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-6-yl)butanediamide	experimental
6340	DB08500	(3S,5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-(2-naphthyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol	experimental
6341	DB08501	DIETHYL PROPANE-1,3-DIYLBISCARBAMATE	experimental
6342	DB08502	Capravirine	investigational
6343	DB08503	(3S,5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-(4-methylphenyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol	experimental
6344	DB08504	6-(4-{(1S,2S)-2-AMINO-1-[(DIMETHYLAMINO)CARBONYL]-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-3-OXOPROPYL}PHENYL)-1H-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-4-IUM	experimental
6345	DB08505	methyl 4-bromo-N-[8-(hydroxyamino)-8-oxooctanoyl]-L-phenylalaninate	experimental
6346	DB08506	N-{(2S)-3-[(1R)-1-aminoethyl](hydroxy)phosphoryl-2-benzylpropanoyl}-L-phenylalanine	experimental
6347	DB08507	N-[[2-METHYL-4-HYDROXYCARBAMOYL]BUT-4-YL-N]-BENZYL-P-[PHENYL]-P-[METHYL]PHOSPHINAMID	experimental
6348	DB08508	N-BENZOYL-D-ALANINE	experimental
6349	DB08509	1-[6-(2-CHLORO-4-METHYXYPHENOXY)-HEXYL]-IMIDAZOLE	experimental
6350	DB08510	5-ALPHA-PREGNANE-3-BETA-OL-HEMISUCCINATE	experimental
6351	DB08511	6-amino-2-methyl-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one	experimental
6352	DB08512	6-amino-2-[(1-naphthylmethyl)amino]-3,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one	experimental
