mondo_id	label	icd10
0044634	retinitis pigmentosa-hearing loss-premature aging-short stature-facial dysmorphism syndrome	[]
0020689	AIDS dementia complex	[]
0017043	congenital mesoblastic nephroma	[D41.0]
0007690	aromatase excess syndrome	[E30.1]
0017042	thanatophoric dysplasia	[Q77.1]
0005062	lymphoma	[C85.9]
0005065	mesothelioma	[C45]
0005066	metabolic disease	[E70.E90,E88.9]
0005068	myocardial infarction (disease)	[I21,I22]
0005060	liposarcoma	[C49.9]
0005061	lung adenocarcinoma	[]
0018342	Joubert syndrome with Jeune asphyxiating thoracic dystrophy	[Q04.3]
0019673	postaxial polydactyly type A (disease)	[Q69.0]
0019674	postaxial polydactyly type B	[Q69.0]
0019675	spondyloepimetaphyseal dysplasia with joint laxity	[Q77.7]
0019676	brachydactyly type B	[Q73.8]
0019677	brachydactyly type E	[Q73.8]
0005059	leukemia (disease)	[C95,C95.9,C95.90]
0005051	invasive lobular breast carcinoma	[]
0005052	irritable bowel syndrome	[K58,K58.9]
0005055	Kaposi's sarcoma (disease)	[C46.2,C46.1,C46.0,C46.9,C46.8,C46.7,C46.3]
0005058	leiomyosarcoma	[C49.9]
0019683	syndactyly type 2	[Q70.2,Q70.0]
0008910	carboxypeptidase N deficiency	[]
0008915	dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome	[Q87.8]
0008913	cardiac valvular defect, developmental	[]
0008908	MGAT2-CDG	[E77.8]
0008907	PMM2-CDG	[E77.8]
0008905	predisposition to invasive fungal disease due to CARD9 deficiency	[D84.8]
0008903	lung cancer	[C34.3,C34.2,C34.1]
0007601	familial Mediterranean fever, autosomal dominant	[]
0008931	Cenani-Lenz syndactyly syndrome	[Q78.4]
0007607	Birt-Hogg-Dube syndrome	[]
0008935	cerebellar ataxia-hypogonadism syndrome	[G11.8]
0007606	fibrodysplasia ossificans progressiva	[M61.10,M61.1]
0008929	cataract-intellectual disability-hypogonadism syndrome	[Q87.8]
0008922	Sengers syndrome	[Q87.8]
0008921	carnosinemia	[E70.8]
0008926	COFS syndrome	[Q87.1]
0008919	systemic primary carnitine deficiency disease	[E71.42,E71.41,E71.3]
0008918	carnitine-acylcarnitine translocase deficiency	[E71.3]
0008999	Cohen syndrome	[Q87.8]
0007667	subependymoma	[D43.2]
0005004	clear cell adenocarcinoma	[]
0006335	ovarian endometrioid adenocarcinoma	[C56]
0005006	clear cell sarcoma of kidney	[C64]
0007669	renal cysts and diabetes syndrome	[E11.2]
0008998	Cockayne syndrome type 3	[Q87.8]
0005008	colorectal adenocarcinoma	[]
0005009	congestive heart failure	[I50,I50.9,I50.0]
0007661	Tourette syndrome	[F95.2]
0008995	Yunis-Varon syndrome	[Q87.8]
0005001	chronic gastritis (disease)	[]
0008996	Joubert syndrome with hepatic defect	[Q04.3]
0007662	anterior segment dysgenesis 4	[]
0005002	chronic obstructive pulmonary disease	[J44.9]
0005003	chronic pancreatitis	[]
0007664	glaucoma 1, open angle, A	[]
0018328	homozygous familial hypercholesterolemia	[E78.0]
0018321	atypical juvenile parkinsonism	[G20]
0007656	Gerstmann-Straussler-Scheinker syndrome	[A81.82,A81.8]
0008980	ataxia-hypogonadism-choroidal dystrophy syndrome	[G11.8]
0007650	MALT lymphoma	[C88.4]
0018338	activated PI3K-delta syndrome	[D81.8]
0019669	hypochondrogenesis	[Q77.0]
0021979	Basaran Yilmaz syndrome	[]
0019664	short rib-polydactyly syndrome, Verma-Naumoff type	[Q77.2]
0019665	monostotic fibrous dysplasia (disease)	[Q78.1,M85.0]
0005026	endometrioid adenocarcinoma	[]
0005027	epilepsy	[G40.9,G40,G40.909]
0007688	Myhre syndrome	[Q87.8]
0005028	esophageal adenocarcinoma	[C15.5,C15.2]
0005029	essential thrombocythemia	[D47.3]
0006359	neoplasm with perivascular epithelioid cell differentiation	[]
0007681	familial multinodular goiter	[E04.2]
0005021	dilated cardiomyopathy	[I42.0]
0007686	gray platelet syndrome	[D69.1]
0018304	Schnitzler syndrome	[L50.8]
0019635	idiopathic achalasia	[K22.0]
0018305	chronic granulomatous disease	[D71]
0019636	renal agenesis, unilateral	[Q60.0]
0018307	neurodegeneration with brain iron accumulation	[G23.0]
0018309	Hirschsprung disease	[Q43.1]
0021945	hearing disorder	[]
0019631	persistent hyperplastic primary vitreous	[Q14.0]
0018301	interstitial cystitis	[N30.1]
0019633	relapsing fever	[A68,A68.9,A68.1,A68.0]
0005015	diabetes mellitus (disease)	[E08-E13,E11,E10.E14]
0005016	diabetic nephropathy	[]
0007677	hyperglycinuria (disease)	[]
0007672	glomuvenous malformation	[Q27.8]
0005010	coronary artery disease	[I25.1,K76.1,I25,I25.9,I20-I25,I25.10]
0005012	cutaneous melanoma (disease)	[C43.4,C43.2,C43.0,C43,C43.9]
0018310	Langerhans cell histiocytosis	[C96.6,C96.5,C96.0]
0018312	histoplasmosis	[B39.9,B39.5,B39.4,B39.3,B39.2,B39.1,B39.0,B39]
0008954	peroxisome biogenesis disorder 2A (Zellweger)	[]
0007627	focal facial dermal dysplasia type I	[Q82.8]
0008958	Klippel-Feil syndrome 2, autosomal recessive	[]
0007628	foveal hypoplasia 1	[]
0019609	Zellweger syndrome	[E71.510,Q87.8]
0007621	floating-Harbor syndrome	[Q87.8]
0007620	fish eye disease	[E78.6]
0019618	Sheehan syndrome	[E23.0]
0019610	Zollinger-Ellison syndrome	[E16.4,D37.7,C25.4]
0019611	TSH-secreting pituitary adenoma	[D35.2]
0007614	congenital fibrosis of extraocular muscles	[H49.8]
0008943	autosomal recessive spinocerebellar ataxia 2	[G11.0]
0008948	cerebrotendinous xanthomatosis	[E75.5]
0007615	laurin-Sandrow syndrome	[Q87.2]
0008940	endosteal sclerosis-cerebellar hypoplasia syndrome	[Q87.8]
0019623	hereditary angioedema	[D84.1]
0019624	acquired angioedema	[T78.3]
0019625	familial thoracic aortic aneurysm and aortic dissection	[Q87.4,I71.0]
0020603	X-linked chondrodysplasia punctata 2	[]
0007608	desmoid tumor	[D48.1]
0008939	isolated cerebellar hypoplasia/agenesis	[Q04.3]
0006314	nasal cavity polyp	[]
0008977	chondrosarcoma (disease)	[C49.9]
0008978	chordoma (disease)	[C76.7]
0007648	hereditary diffuse gastric adenocarcinoma	[C16.9]
0008979	chorea, benign familial	[]
0008970	chondrodysplasia Blomstrand type	[Q78.8]
0008974	Greenberg dysplasia	[Q77.3]
0008972	rhizomelic chondrodysplasia punctata type 1	[Q77.3]
0007634	intellectual disability, FRA12A type	[]
0008967	congenital bile acid synthesis defect 4	[K76.8]
0008964	congenital secretory chloride diarrhea 1	[P78.3]
0008965	CHARGE syndrome	[Q89.8,Q87.8]
0007635	Frasier syndrome	[N04.1]
0007637	corneal dystrophy, Fuchs endothelial, 1	[]
0008962	Griscelli syndrome type 1	[E70.3]
0008963	Chediak-Higashi syndrome	[E70.3,E70.330,D72.0]
0006300	medullomyoblastoma with myogenic differentiation	[]
0008961	Charcot-Marie-Tooth disease type 4A	[G60.0]
0019600	xeroderma pigmentosum	[Q82.1]
0043243	leukoplakia	[]
0006292	malignant mesothelioma (disease)	[C45.0]
0043233	exfoliative dermatitis	[]
0019591	panhypopituitarism	[E23.0]
0018266	ataxia - telangiectasia variant	[G11.3]
0020590	mycobacterial infectious disease	[]
0018270	extraskeletal Ewing sarcoma	[C49.9]
0018271	peripheral primitive neuroectodermal tumor	[C71.9]
0020598	malabsorption syndrome	[]
0043207	urethral obstruction sequence	[]
0007589	exudative vitreoretinopathy 1	[]
0019570	Cockayne syndrome type 2	[Q87.8]
0020560	atypical teratoid rhabdoid tumor	[C49.9]
0020561	myxoid/round cell liposarcoma	[C49.9]
0007586	exostoses, multiple, type 2	[]
0020562	pleomorphic liposarcoma	[C49.9]
0020563	Dedifferentiated liposarcoma	[C49.9]
0020558	autosomal dominant Charcot-Marie-Tooth disease type 2K	[G60.0]
0019571	autosomal dominant cutis laxa	[Q82.8]
0019572	autosomal recessive cutis laxa type 1	[Q82.8]
0019576	telangiectasia macularis eruptiva perstans	[Q82.2]
0006248	hydatidiform mole	[O01.1,O01.0,O01.9]
0007571	primary erythermalgia	[I73.8]
0006244	HER2 positive breast carcinoma	[]
0007574	spinocerebellar ataxia type 34	[G11.1]
0007576	esophageal cancer	[C15.5,C15.4,C15.3]
0018256	acute myeloid leukemia with t(8;16)(p11;p13) translocation	[C92.0]
0019588	autosomal recessive nonsyndromic deafness	[H90.3]
0006277	lung lymphangioleiomyomatosis	[D48.7]
0020540	ovarian gynandroblastoma	[D40.1,D39.1]
0020541	maligant granulosa cell tumor of ovary	[C56]
0019557	chilblain lupus	[L93.2]
0018227	hypocomplementemic urticarial vasculitis	[M31.8]
0019558	discoid lupus erythematosus	[L93.0]
0018229	Stevens-Johnson syndrome	[L51.1,L51.2]
0019551	hereditary motor and sensory neuropathy type 6	[G60.0]
0018221	immune hydrops fetalis	[P56.0]
0018225	ALK-positive large B-cell lymphoma	[C83.3]
0006266	Leydig cell tumor	[]
0019568	Ehlers-Danlos syndrome type 2	[Q79.6]
0019569	Cockayne syndrome type 1	[Q87.8]
0020547	chronic graft versus host disease	[T86.0,D89.811]
0020544	streptococcal toxic-shock syndrome	[A48.3]
0019562	localized scleroderma	[L94.0]
0019563	CREST syndrome	[M34.1]
0018233	otopalatodigital syndrome spectrum disorder	[]
0018234	dysostosis	[]
0019567	Ehlers-Danlos syndrome type 1	[Q79.6]
0008810	familial apolipoprotein C-II deficiency	[E78.3]
0008814	hyperargininemia	[E72.21,E72.2]
0008815	argininosuccinic aciduria	[E72.2]
0007546	myeloproliferative disorder, chronic, with eosinophilia	[]
0008879	Bowen-Conradi syndrome	[Q87.8]
0007548	transient bullous dermolysis of the newborn	[Q81.2]
0008876	Bloom syndrome	[Q82.2]
0007540	multiple endocrine neoplasia type 1	[E31.21,D44.8]
0007542	Camurati-Engelmann disease	[Q78.3]
0006210	fibrolamellar hepatocellular carcinoma	[C22.0]
0020513	spermatocytic seminoma	[C62.9]
0018205	distal monosomy 1q	[Q93.5]
0019537	hemoglobin D disease	[D58.2]
0020518	Hashimoto-Pritzker syndrome	[C96.5]
0019530	non-syndromic syndactyly	[Q70.9,Q70.4,Q70.3,Q70.2,Q70.1,Q70.0]
0008867	biliary atresia	[Q44.2]
0007534	Beckwith-Wiedemann syndrome	[Q87.3]
0007537	lateral meningocele syndrome	[Q87.5]
0008865	Bietti crystalline corneoretinal dystrophy	[H15.5]
0020531	long chain acyl-CoA dehydrogenase deficiency	[E71.3]
0008863	sitosterolemia	[E78.0]
0007533	elliptocytosis 2	[]
0020530	mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR1 deficiency	[D84.8]
0020522	Ehlers-Danlos syndrome type 7B	[Q79.6]
0020523	familial parathyroid adenoma	[E21.0]
0019542	acute liver failure	[K72.0]
0018213	hereditary sensory and autonomic neuropathy type 1	[G60.8]
0018214	generalized epilepsy with febrile seizures plus	[G40.3]
0007568	aortic aneurysm, familial thoracic 4	[]
0008893	C syndrome	[Q87.8]
0008890	progressive bulbar palsy	[G12.22]
0007561	multiple epiphyseal dysplasia type 1	[Q77.3]
0008891	riboflavin transporter deficiency	[G12.1]
0007564	pilomatrixoma	[C44.6,C44.3]
0008897	hyperphosphatemic familial tumoral calcinosis	[M11.2]
0007565	familial cylindromatosis	[]
0008895	hereditary arterial and articular multiple calcification syndrome	[]
0019514	hepatic veno-occlusive disease	[K76.5]
0019516	exudative vitreoretinopathy	[H35.0,H35.00]
0019517	Waardenburg syndrome type 2	[E70.3]
0008889	thromboangiitis obliterans	[I73.1]
0007556	epidermolysis bullosa simplex with mottled pigmentation	[Q81.0]
0008887	bronchiectasis with or without elevated sweat chloride 1	[]
0007558	benign occipital epilepsy	[G40.0]
0007555	epidermolysis bullosa simplex Ogna type	[Q81.0]
0007554	generalized epidermolysis bullosa simplex, non-Dowling-Meara type	[Q81.0]
0020506	ovarioleukodystrophy	[E75.2]
0019521	centripetalis recessive dystrophic epidermolysis bullosa	[Q81.2]
0008834	asthma, nasal polyps, and aspirin intolerance	[]
0008833	renal-hepatic-pancreatic dysplasia 1	[]
0008830	aspartylglucosaminuria	[E77.1]
0008828	camptodactyly-arthropathy-coxa vara-pericarditis syndrome	[]
0019507	amelogenesis imperfecta	[K00.5]
0019508	van der Woude syndrome	[Q38.0]
0008818	arterial tortuosity syndrome	[Q87.82,I77.1]
0019500	extragonadal teratoma	[]
0019501	Usher syndrome	[H35.5]
0008856	immunodeficiency 27A	[]
0007523	Ehlers-Danlos syndrome, hypermobility type	[Q79.6]
0007526	Ehlers-Danlos syndrome progeroid type	[Q79.6]
0008854	Bardet-Biedl syndrome 1	[Q87.89]
0008858	Behr syndrome	[H35.5]
0008852	congenital central hypoventilation syndrome	[G47.3]
0008853	Barber-Say syndrome	[Q87.0]
0007522	Ehlers-Danlos syndrome, classic type	[Q79.6]
0008846	atransferrinemia	[E88.0]
0007514	ectopia lentis 1, isolated, autosomal dominant	[]
0008847	atrichia with papular lesions	[L65.8]
0008842	ataxia with oculomotor apraxia type 1	[G11.3]
0008840	ataxia telangiectasia	[G11.3]
0007510	Clouston syndrome	[Q82.8]
0007509	ectodermal dysplasia 10A, hypohidrotic/hair/nail type, autosomal dominant	[]
0020484	rare familial disorder with hypertrophic cardiomyopathy	[]
0020481	myotonia fluctuans	[G71.1]
0006176	cribriform carcinoma	[]
0020487	Pontiac fever	[A48.2]
0020488	atypical progressive supranuclear palsy syndrome	[G23.1]
0020485	King-Denborough syndrome	[G71.2]
0020478	Leber plus disease	[H47.2]
0020479	pituitary gigantism	[E22.0]
0019496	neuroendocrine neoplasm	[D3A.8]
0018166	oral submucous fibrosis	[K13.5]
0019499	Turner syndrome	[Q96.2,Q96.1,Q96,Q96.0,Q96.8,Q96.4,Q96.3,Q96.9]
0018169	morning glory syndrome	[Q14.2]
0018170	idiopathic nephrotic syndrome	[]
0020491	subcortical band heterotopia	[Q04.3]
0020494	oculootodental syndrome	[K00.2]
0007493	torsion dystonia 4	[G24.1]
0020492	hemimegalencephaly	[Q04.5]
0007496	dystonia 12	[G24.1]
0020496	familial porencephaly	[Q04.6]
0006169	complex endometrial hyperplasia	[]
0007492	early-onset generalized limb-onset dystonia	[G24.1]
0018175	combined deficiency of factor V and factor VIII	[D68.8]
0018177	glioblastoma (disease)	[C71.9]
0019471	adult T-cell leukemia/lymphoma	[C91.50,C91.5]
0018149	GM1 gangliosidosis	[E75.19,E75.1]
0019472	extranodal nasal NK/T cell lymphoma	[C86.0]
0019476	primary cutaneous peripheral T-cell lymphoma not otherwise specified	[C84.4]
0018150	Gaucher disease	[E75.2,E75.22]
0018153	Erdheim-Chester disease	[D76.3]
0018154	Madelung deformity	[Q74.0]
0018155	lateral sclerosis	[G12.29,G12.2]
0019486	myoclonic epilepsy of infancy	[G40.3]
0008795	aniridia-cerebellar ataxia-intellectual disability syndrome	[G11.0]
0020436	atrial septal defect, sinus venosus type	[Q21.1]
0019458	acute basophilic leukemia	[C94.7]
0020434	atrial septal defect, ostium secundum type	[Q21.1]
0019451	chronic neutrophilic leukemia	[D47.1]
0019452	myeloproliferative neoplasm, unclassifiable	[D47.1]
0019454	myelodysplastic syndrome with excess blasts	[D46.2]
0019456	acute myeloid leukemia with multilineage dysplasia	[C92.8]
0008783	Tangier disease	[E78.6]
0007452	maturity-onset diabetes of the young type 1	[]
0007451	diabetes insipidus, nephrogenic, autosomal	[]
0007454	type 1 diabetes mellitus 2	[E10]
0019469	T-cell large granular lymphocyte leukemia	[]
0018138	ocular albinism with congenital sensorineural deafness	[E70.3]
0018130	brain dopamine-serotonin vesicular transport disease	[G25.8]
0018133	attenuated Chédiak-Higashi syndrome	[E70.3]
0019468	T-cell prolymphocytic leukemia	[C91.6]
0018137	temperature-sensitive oculocutaneous albinism type 1	[E70.3]
0007483	dyschromatosis symmetrica hereditaria	[L81.8]
0007488	Lewy body dementia	[G31.83]
0018105	Wolfram syndrome	[E13.8]
0019439	AA amyloidosis	[E85.3]
0007481	Leri-Weill dyschondrosteosis	[Q77.8]
0018101	familial primary hypomagnesemia with normocalciuria and normocalcemia	[E83.4]
0019433	oligoarticular juvenile idiopathic arthritis	[M08.4]
0019434	systemic-onset juvenile idiopathic arthritis	[M08.2]
0018104	Torg-Winchester syndrome	[M89.5]
0007472	basal laminar drusen	[H35.5]
0007471	Doyne honeycomb retinal dystrophy	[H35.5]
0007473	Duane retraction syndrome	[H50.81,H50.8]
0007477	3-M syndrome	[Q87.1]
0018116	galactosemia	[E74.2,E74.21]
0018115	epidermal nevus syndrome	[Q85.8]
0018188	genetic intestinal polyposis	[D12.6]
0008757	alopecia universalis	[L63.1]
0008758	mitochondrial DNA depletion syndrome 4a	[G31.81,G31.8]
0007424	autosomal dominant nonsyndromic deafness 1	[H90.3]
0007429	optic atrophy with or without deafness, ophthalmoplegia, myopathy, ataxia, and neuropathy	[]
0008759	oxoglutaricaciduria	[E88.8]
0008753	alkaptonuria	[E70.2,E70.29]
0007420	autosomal dominant deafness - onychodystrophy syndrome	[Q87.8]
0007422	keratoderma hereditarium mutilans	[Q82.8]
0008752	Alexander disease	[E75.2]
0019414	BRESEK syndrome	[Q87.8]
0019412	dysspondyloenchondromatosis	[Q78.4]
0019413	ischio-vertebral syndrome	[Q77.8]
0008746	oculocutaneous albinism type 2	[E70.3]
0008747	oculocutaneous albinism type 3	[E70.3]
0007416	Balkan nephropathy	[N15.0]
0007417	Darier disease	[Q82.8,E50.8]
0008748	Hermansky-Pudlak syndrome 1	[]
0008742	autosomal dominant severe congenital neutropenia	[D70]
0007412	Beare-Stevenson cutis gyrata syndrome	[Q87.8]
0019428	fried syndrome	[Q87.8]
0007447	autosomal dominant vibratory urticaria	[]
0008779	arthrogryposis	[]
0006115	blast phase chronic myelogenous leukemia, BCR-ABL1 positive	[]
0008777	gelatinous drop-like corneal dystrophy	[H18.5]
0007448	familial dermatographia	[L50.3]
0008771	amelogenesis imperfecta type 1G	[K00.5]
0008770	amelogenesis imperfecta type 1C	[K00.5]
0007443	congenital unilateral hypoplasia of depressor anguli oris	[Q87.0]
0007445	dermatopathia pigmentosa reticularis	[Q82.4]
0007436	dentin dysplasia type I	[K00.5]
0007435	dentatorubral-pallidoluysian atrophy	[G11.8]
0008766	amaurosis-hypertrichosis syndrome	[H35.5]
0007432	CADASIL	[F01.1]
0008765	Leber congenital amaurosis 2	[H35.5]
0007434	primary failure of tooth eruption	[K00.8]
0008762	autosomal recessive Alport syndrome	[Q87.8]
0008763	Alstrom syndrome	[Q87.8]
0019403	congenital dyserythropoietic anemia	[D64.4]
0019404	perineurioma	[C47.9]
0019402	beta thalassemia	[D56.1]
0008713	acrodermatitis enteropathica	[E83.2]
0008714	acrofacial dysostosis Rodriguez type	[Q75.4]
0008718	Morvan syndrome	[G60.8]
0008716	acrogeria	[L90.8]
0008708	acrocallosal syndrome	[Q04.0]
0008702	achondrogenesis type II	[Q77.0]
0008703	acromesomelic dysplasia, Grebe type	[Q78.8]
0008700	acheiropody	[Q74.8]
0008701	achondrogenesis type IA	[Q77.0]
0008705	lysosomal acid phosphatase deficiency	[E83.3]
0008736	peroxisome biogenesis disorder 2B	[]
0007404	Cri-du-chat syndrome	[Q93.4]
0008734	adrenocortical carcinoma, hereditary	[]
0008732	adrenal hypoplasia, cytomegalic type	[]
0007400	Jackson-Weiss syndrome	[Q87.8]
0008725	congenital lipoid adrenal hyperplasia due to STAR deficency	[E25.0]
0008723	very long chain acyl-CoA dehydrogenase deficiency	[E71.3,E71.310]
0008729	congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency	[E25.0]
0008726	Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis	[]
0008720	congenital isolated adrenocorticotropic hormone deficiency (disease)	[E23.6]
0008721	medium chain acyl-CoA dehydrogenase deficiency	[E71.311,E71.3]
0019371	narcolepsy without cataplexy	[G47.4,G47.419]
0006052	pulmonary tuberculosis	[A15.0,A15]
0006055	sex cord-stromal tumor	[]
0020367	juvenile open angle glaucoma	[]
0020365	congenital hereditary endothelial dystrophy type I	[H18.5]
0007389	spondylocostal dysostosis 5	[]
0020357	coloboma of eyelid	[Q10.3]
0007380	lattice corneal dystrophy type I	[H18.5]
0007381	epithelial recurrent erosion dystrophy	[H18.5]
0019373	desmoplastic small round cell tumor	[C48.2]
0019374	CAMOS syndrome	[G11.1]
0018045	Hoyeraal-Hreidarsson syndrome	[D61.0]
0018046	thrombocytopenia-robin sequence syndrome	[]
0020373	early-onset anterior polar cataract	[Q12.0]
0044320	retinitis pigmentosa 79	[]
0006044	nephrosclerosis	[N26.9,I12]
0007374	Schnyder corneal dystrophy	[H18.5]
0044322	intellectual developmental disorder with neuropsychiatric features	[]
0007377	granular corneal dystrophy type I	[H18.5]
0006045	ovarian clear cell adenocarcinoma	[C56]
0007376	fleck corneal dystrophy	[H18.5]
0007379	Meesmann corneal dystrophy	[H18.52,H18.5]
0020376	early-onset nuclear cataract	[Q12.0]
0006047	pancreatic adenocarcinoma	[]
0044315	craniosynostosis 7	[]
0044316	thrombocytopenia, anemia, and myelofibrosis	[]
0044317	premature ovarian failure 13	[]
0020368	Axenfeld anomaly	[Q15.0]
0044318	intellectual developmental disorder with gastrointestinal difficulties and high pain threshold	[]
0021699	alcohol-induced disorders	[]
0044319	intellectual developmental disorder with dysmorphic facies, seizures, and distal limb anomalies	[]
0006040	lactic acidosis	[]
0018053	trichothiodystrophy	[L67.8]
0018059	meningococcal meningitis	[A39.0+,G01*,A39.0]
0019350	hereditary spherocytosis	[D58.0]
0020341	periventricular nodular heterotopia	[Q04.8]
0044310	Diamond-Blackfan anemia 17	[]
0044311	brachycephaly, trichomegaly, and developmental delay	[]
0044312	immunoskeletal dysplasia with neurodevelopmental abnormalities	[]
0044314	retinitis pigmentosa 78	[]
0044304	hyperphenylalaninemia due to DNAJC12 deficiency	[]
0020337	congenital dyserythropoietic anemia type 1	[D64.4]
0019359	Rocky mountain spotted fever	[A77.0]
0044305	ectodermal dysplasia 13, hair/tooth type	[]
0044306	neurodevelopmental disorder with epilepsy, cataracts, feeding difficulties, and delayed brain myelination	[]
0021667	neuralgia	[]
0020336	autosomal dominant Emery-Dreifuss muscular dystrophy	[G71.0]
0044308	bardet-biedl syndrome 21	[]
0044309	Diamond-Blackfan anemia 16	[]
0019351	isolated spina bifida	[Q05.1,Q05.0,Q05.9,Q05.8,Q05.7,Q05.6,Q05.5,Q05.4,Q05.3,Q05.2]
0019353	Stargardt disease	[H35.5]
0018023	hemoglobin M disease	[D74.0]
0019354	Stickler syndrome	[Q87.0]
0018024	hydroa vacciniforme	[L56.4]
0019360	rickettsialpox	[A79.1]
0007395	craniofacial-deafness-hand syndrome	[Q87.0]
0007397	craniometaphyseal dysplasia, autosomal dominant	[]
0021680	streptococcal infection	[]
0020355	coloboma of eye lens	[Q12.2]
0044302	congenital heart defects, dysmorphic facial features, and intellectual developmental disorder	[]
0044303	congenital heart defects and ectodermal dysplasia	[]
0007390	coumarin resistance	[]
0018031	granulomatous slack skin disease	[C84.0]
0019365	scrub typhus	[A75.3]
0006019	yaws	[A66.9,A66]
0008678	Williams syndrome	[Q87.8]
0010998	ALG3-CDG	[E77.8]
0007340	cleidocranial dysplasia	[Q74.0]
0008673	acrofacial dysostosis, Weyers type	[Q75.4]
0008670	Waardenburg syndrome type 1	[E70.3]
0008676	white sponge nevus 1	[]
0020322	acute biphenotypic leukemia	[C95.0]
0020323	primary mediastinal large B-cell lymphoma	[C85.2,C83.3]
0006012	viral pneumonia	[J12.9]
0008674	WHIM syndrome	[D81.8]
0020321	acute undifferentiated leukemia	[C95.0]
0007345	aorta coarctation	[Q25.1]
0006014	vulvovaginal candidiasis	[B37.3]
0008675	freeman-Sheldon syndrome	[Q87.0]
0019338	sarcoidosis	[D86.8,D80-D89,D86.3,D86.2,D86,D86.1,D86.0,D86.9]
0020317	acute myeloid leukemia with 11q23 abnormalities	[C92.6]
0018002	adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy	[G71.3]
0019336	Gardner syndrome	[D12.6]
0007339	blepharo-cheilo-odontic syndrome	[Q87.8]
0008667	von Hippel-Lindau disease	[Q85.8]
0009998	Richieri Costa-Pereira syndrome	[Q87.8]
0006007	vesicoureteral reflux (disease)	[N13.70,N13.7]
0009999	autosomal recessive Robinow syndrome	[Q87.1]
0008668	von Willebrand disease 1	[D68.0]
0006009	viral encephalitis	[]
0009992	myoglobinuria, acute recurrent, autosomal recessive	[]
0008661	vitiligo	[L80]
0008662	autosomal dominant vitreoretinochoroidopathy	[H35.5]
0009993	embryonal rhabdomyosarcoma (disease)	[C49.9]
0009990	Revesz syndrome	[]
0008660	autosomal dominant hypophosphatemic rickets	[E83.3]
0020333	aggressive systemic mastocytosis	[C96.2]
0009997	Roberts syndrome	[Q73.8]
0020334	mast cell leukemia	[C94.3,C94.30]
0006004	vasomotor rhinitis	[J30.0]
0009994	alveolar rhabdomyosarcoma (disease)	[C49.9]
0008663	snowflake vitreoretinal degeneration	[H35.5]
0020331	indolent systemic mastocytosis	[D47.0]
0021662	bile duct neoplasm	[]
0020332	systemic mastocytosis with an associated clonal hematologic non-mast cell lineage disease	[C96.2]
0020326	lymphomatoid papulosis	[L41.2,C86.6]
0019349	Sotos syndrome	[Q87.3]
0020325	anaplastic large cell lymphoma	[C84.7,C84.6]
0020329	classic Hodgkin lymphoma, lymphocyte-rich type	[C81.4]
0019340	scleroderma (disease)	[]
0019341	tuberous sclerosis complex	[Q85.1]
0019342	Seckel syndrome	[Q87.1]
0019345	shigellosis	[A03,A03.8,A03.9,A03.3,A03.2,A03.1,A03.0]
0019346	sialidosis type 1	[E77.1]
0018015	intermittent hydrarthrosis	[M12.4]
0010979	Timothy syndrome	[G72.3,I45.8]
0007369	hereditary coproporphyria	[E80.2,E80.29]
0010975	arrhythmogenic right ventricular dysplasia 2	[I42.8]
0010977	Brody myopathy	[G71.8]
0008695	chorea-acanthocytosis	[E78.6]
0007361	C1 inhibitor deficiency	[D84.1]
0008692	abetalipoproteinemia	[E78.6]
0008693	ablepharon macrostomia syndrome	[Q87.0]
0006032	cystitis	[N30,N30.9]
0007363	congenital contractural arachnodactyly	[Q68.8]
0020300	autosomal dominant nocturnal frontal lobe epilepsy	[]
0007366	seizures, benign familial neonatal, 2	[]
0008698	achalasia (disease)	[K22.0]
0007365	seizures, benign familial neonatal, 1	[]
0006037	hydrolethalus syndrome	[Q87.8]
0006036	granulosa cell tumor	[]
0019316	maculopapular cutaneous mastocytosis	[Q82.2]
0019318	inflammatory linear verrucous epidermal nevus	[Q82.5]
0019319	verrucous nevus	[Q82.5]
0010983	dystonia 9	[G24.8]
0019311	woolly hair nevus	[D23.4]
0019313	hereditary lymphedema	[Q82.0]
0019314	cutaneous mastocytoma	[Q82.2]
0010985	FAME1	[]
0010987	autosomal recessive nonsyndromic deafness 8	[H90.3]
0008684	Wolf-Hirschhorn syndrome	[Q93.3]
0008681	WAGR syndrome	[Q87.8]
0006021	Prinzmetal angina	[]
0007352	renal coloboma syndrome	[Q60.4]
0008682	Denys-Drash syndrome	[N04.1]
0020311	chronic myelomonocytic leukemia	[C93.1]
0007355	uveal coloboma-cleft lip and palate-intellectual disability	[Q12.2]
0006026	urinary bladder disease	[N32.9]
0008686	isolated familial woolly hair disorder	[Q84.1]
0020306	absent tibia-polydactyly syndrome	[Q87.2]
0010992	Ayme-Gripp syndrome	[]
0010995	Charcot-Marie-Tooth disease type 1C	[G60.0]
0019321	atypical Werner syndrome	[E34.8]
0019324	pemphigus foliaceus	[L10.2]
0006096	atypical endometrial hyperplasia	[]
0018088	familial Mediterranean fever	[E85.0]
0018089	double outlet right ventricle	[Q20.1]
